lead_id,database_score,converted,record_created_date,conversion_date,country,job_level,in_outreach_window_cohort,converted_seniority_cohort,channel_a_connected,converted_channel_a,channel_a_total_calls,channel_a_connected_seconds,in_channel_b_cohort,channel_b_connected,converted_channel_b,channel_b_total_calls,channel_b_connected_seconds
59380,92.8,1,2020-07-25,2020-08-06,Malaysia,C-Level,0,0,0,0,1,0.0,0,0,0,0,0.0
59381,71.8,0,2025-03-06,,Other,Unknown,0,0,0,0,4,0.0,0,0,0,3,0.0
59382,83.7,1,2019-03-16,2022-09-22,Malaysia,Manager,0,0,0,0,2,0.0,0,0,0,3,0.0
59383,72.6,0,2024-05-05,,Malaysia,Individual Contributor,0,0,0,0,0,0.0,0,0,0,1,0.0
59384,86.6,1,2019-08-25,2021-07-11,Singapore,Vice President,1,0,0,0,2,0.0,0,0,0,1,0.0
59385,71.4,0,2023-09-02,,Philippines,Manager,0,0,0,0,0,0.0,1,1,0,0,55.1
59386,74.3,0,2024-10-05,,Malaysia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
59387,72.6,0,2024-12-20,,Indonesia,Director,1,0,0,0,2,0.0,0,0,0,2,0.0
59388,74.8,0,2020-01-05,,Thailand,Individual Contributor,0,0,0,0,1,0.0,1,0,0,0,0.0
59389,89.0,0,2021-04-15,,Singapore,Unknown,0,0,0,0,2,0.0,1,0,0,2,0.0
59390,70.3,0,2020-07-24,,Other,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
59391,65.3,0,2019-04-30,,Singapore,Executive,0,0,0,0,6,0.0,0,0,0,4,0.0
59392,70.6,0,2023-06-30,,Indonesia,Manager,1,0,0,0,0,0.0,1,1,0,2,32.5
59393,81.6,0,2021-06-09,,Singapore,Individual Contributor,0,0,0,0,0,0.0,0,0,0,0,0.0
59394,74.3,0,2020-12-01,,Philippines,Individual Contributor,0,0,0,0,3,0.0,0,0,0,0,0.0
59395,66.8,0,2019-04-15,,Indonesia,C-Level,0,0,0,0,3,0.0,1,1,0,1,68.9
59396,74.1,0,2019-06-21,,Indonesia,Manager,1,0,1,0,1,20.5,0,0,0,2,0.0
59397,66.7,0,2020-01-26,,Malaysia,Director,1,0,0,0,1,0.0,0,0,0,0,0.0
59398,71.4,0,2025-06-23,,Australia,Manager,0,0,0,0,2,0.0,1,0,0,1,0.0
59399,72.4,0,2025-05-22,,Singapore,Executive,1,0,0,0,2,0.0,0,0,0,1,0.0
59400,73.1,0,2019-11-20,,Indonesia,Individual Contributor,1,0,0,0,2,0.0,0,0,0,0,0.0
59401,73.8,0,2020-01-21,,Indonesia,Manager,1,0,1,0,1,54.6,0,0,0,2,0.0
59402,79.4,0,2019-06-22,,Indonesia,Individual Contributor,1,0,0,0,1,0.0,0,0,0,2,0.0
59403,52.9,0,2020-04-07,,Indonesia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
59404,77.4,0,2024-02-03,,Thailand,Manager,1,0,0,0,2,0.0,0,0,0,0,0.0
59405,77.0,0,2023-10-29,,Malaysia,C-Level,0,0,0,0,1,0.0,1,1,0,2,61.4
59406,73.8,0,2024-11-09,,Thailand,Manager,1,0,0,0,2,0.0,0,0,0,0,0.0
59407,72.2,0,2022-02-28,,Thailand,Individual Contributor,0,0,0,0,2,0.0,0,0,0,0,0.0
59408,72.4,0,2020-09-27,,Indonesia,C-Level,0,0,0,0,3,0.0,0,0,0,1,0.0
59409,71.4,0,2020-01-02,,Thailand,Manager,0,0,0,0,1,0.0,0,0,0,2,0.0
59410,75.1,0,2021-01-08,,India,Individual Contributor,1,0,0,0,1,0.0,0,0,0,3,0.0
59411,86.5,0,2025-12-28,,Singapore,Unknown,1,0,1,0,3,18.4,0,0,0,0,0.0
59412,68.4,0,2019-08-15,,Thailand,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
59413,70.5,0,2025-05-16,,Australia,Manager,1,0,1,0,4,8.0,0,0,0,0,0.0
59414,79.1,0,2022-03-21,,India,Vice President,0,1,0,0,1,0.0,1,1,0,2,63.8
59415,71.1,0,2022-04-09,,Singapore,Individual Contributor,0,0,0,0,2,0.0,0,0,0,0,0.0
59416,84.5,1,2024-07-03,2025-04-04,Hong Kong,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
59417,72.8,0,2023-08-26,,Singapore,Unknown,0,0,0,0,3,0.0,0,0,0,3,0.0
59418,71.5,0,2023-02-16,,Malaysia,Individual Contributor,0,0,0,0,3,0.0,1,1,0,2,18.7
59419,79.6,0,2019-11-10,,Malaysia,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
59420,64.9,0,2024-03-23,,Thailand,Director,0,0,0,0,1,0.0,0,0,0,3,0.0
59421,71.1,0,2024-08-24,,Philippines,Executive,0,0,0,0,0,0.0,0,0,0,3,0.0
59422,59.8,0,2023-12-16,,Australia,Manager,1,0,0,0,2,0.0,0,0,0,1,0.0
59423,74.4,0,2019-11-07,,Other,Manager,1,0,0,0,0,0.0,1,0,0,1,0.0
59424,76.9,0,2020-03-19,,Philippines,Vice President,1,1,0,1,2,0.0,0,0,0,1,0.0
59425,77.1,0,2024-01-23,,Australia,Vice President,0,0,0,0,0,0.0,0,0,0,0,0.0
59426,83.8,0,2020-08-21,,Singapore,Manager,1,0,0,0,2,0.0,0,0,0,1,0.0
59427,77.4,0,2024-10-22,,Singapore,Individual Contributor,1,0,0,0,1,0.0,1,0,0,1,0.0
59428,76.8,0,2023-05-28,,Malaysia,Vice President,0,0,0,0,2,0.0,0,0,0,2,0.0
59429,72.6,0,2021-03-28,,Singapore,Unknown,0,0,0,0,0,0.0,0,0,0,1,0.0
59430,71.7,0,2021-04-18,,Malaysia,Individual Contributor,0,0,0,0,1,0.0,1,1,0,2,75.0
59431,70.5,0,2020-06-24,,Philippines,Director,0,0,0,0,4,0.0,0,0,0,2,0.0
59432,74.8,0,2023-06-11,,Singapore,Manager,0,0,0,0,1,0.0,0,0,0,2,0.0
59433,67.8,0,2024-05-19,,Singapore,Vice President,0,0,0,0,1,0.0,0,0,0,2,0.0
59434,80.7,0,2018-12-27,,Other,Unknown,0,0,0,0,2,0.0,0,0,0,2,0.0
59435,73.6,0,2024-10-29,,Singapore,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
59436,45.6,0,2020-11-01,,Singapore,Manager,0,0,0,0,1,0.0,0,0,0,2,0.0
59437,83.0,1,2019-12-21,2019-12-25,Malaysia,Individual Contributor,1,0,1,0,4,12.9,0,0,0,2,0.0
59438,72.4,0,2025-11-15,,Singapore,Unknown,0,0,0,0,1,0.0,0,0,0,3,0.0
59439,62.3,0,2021-12-20,,Indonesia,Director,0,0,0,0,2,0.0,0,0,0,1,0.0
59440,91.1,1,2025-07-09,2026-01-31,Hong Kong,Executive,0,0,0,0,2,0.0,1,0,0,0,0.0
59441,84.0,0,2024-08-31,,Thailand,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
59442,73.5,1,2020-02-13,2020-03-11,Singapore,Individual Contributor,0,0,0,0,1,0.0,0,0,0,3,0.0
59443,82.8,0,2022-06-19,,Philippines,Vice President,0,0,0,0,2,0.0,0,0,0,3,0.0
59444,74.6,0,2019-07-09,,Other,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
59445,72.4,0,2021-05-11,,Malaysia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,2,0.0
59446,74.6,0,2021-10-13,,Australia,C-Level,0,0,0,0,5,0.0,0,0,0,3,0.0
59447,74.0,0,2022-09-22,,Australia,Manager,1,0,0,0,5,0.0,1,1,0,3,16.4
59448,89.2,1,2021-03-09,2021-03-23,India,Unknown,1,0,0,0,2,0.0,0,0,0,3,0.0
59449,74.3,0,2021-02-09,,Malaysia,C-Level,1,0,1,0,6,38.8,0,0,0,2,0.0
59450,56.6,0,2020-10-31,,Singapore,Manager,1,0,0,0,0,0.0,1,1,0,3,66.7
59451,85.4,0,2021-05-21,,Indonesia,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
59452,67.8,0,2022-07-04,,India,Manager,1,0,0,0,1,0.0,0,0,0,0,0.0
59453,74.4,0,2025-10-08,,Singapore,Director,1,0,0,0,2,0.0,1,0,0,2,0.0
59454,72.9,0,2024-03-26,,India,Manager,1,0,0,0,1,0.0,0,0,0,2,0.0
59455,60.5,0,2022-09-11,,Singapore,Individual Contributor,1,0,0,0,1,0.0,0,0,0,2,0.0
59456,77.5,0,2024-01-03,,Malaysia,Manager,1,0,0,0,4,0.0,0,0,0,3,0.0
59457,61.4,0,2023-11-24,,Singapore,Vice President,0,0,0,0,1,0.0,1,0,0,4,0.0
59458,75.1,0,2019-11-29,,Singapore,Unknown,0,0,0,0,2,0.0,0,0,0,1,0.0
59459,81.1,0,2020-10-26,,Thailand,Manager,0,0,0,0,3,0.0,1,0,0,2,0.0
59460,66.5,0,2024-02-04,,Thailand,Individual Contributor,0,0,0,0,2,0.0,0,0,0,0,0.0
59461,74.3,0,2025-08-22,,Singapore,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
59462,72.7,0,2025-06-22,,Malaysia,Individual Contributor,0,0,0,0,0,0.0,0,0,0,0,0.0
59463,60.6,0,2024-05-30,,Indonesia,C-Level,0,0,0,0,0,0.0,1,0,0,3,0.0
59464,71.7,1,2025-12-29,2026-01-31,Singapore,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
59465,72.4,0,2025-07-03,,Malaysia,Manager,0,0,0,0,2,0.0,0,0,0,3,0.0
59466,74.5,0,2024-08-20,,Singapore,Individual Contributor,1,0,0,0,0,0.0,0,0,0,2,0.0
59467,84.8,0,2024-06-11,,Australia,Vice President,0,0,0,0,2,0.0,0,0,0,1,0.0
59468,84.7,1,2019-01-28,2019-05-29,Singapore,Manager,1,0,0,0,3,0.0,1,1,1,1,50.3
59469,75.4,0,2020-02-22,,Hong Kong,Director,0,0,0,0,0,0.0,0,0,0,0,0.0
59470,70.8,0,2019-12-21,,Indonesia,Individual Contributor,0,0,0,0,5,0.0,0,0,0,0,0.0
59471,72.2,0,2025-01-22,,Singapore,Executive,1,0,0,0,1,0.0,1,1,1,6,85.0
59472,78.2,0,2021-07-25,,Indonesia,Manager,1,0,0,0,1,0.0,1,1,0,0,44.1
59473,77.0,0,2019-06-02,,Singapore,Individual Contributor,0,0,0,0,1,0.0,0,0,0,2,0.0
59474,71.1,0,2024-11-07,,Thailand,Director,0,0,0,0,1,0.0,1,0,0,1,0.0
59475,85.6,1,2024-10-19,2025-03-07,Singapore,Vice President,0,1,0,0,2,0.0,0,0,0,1,0.0
59476,73.4,0,2019-03-21,,Singapore,Unknown,1,1,1,0,2,47.5,0,0,0,1,0.0
59477,73.9,0,2022-10-19,,Malaysia,Individual Contributor,1,0,0,0,1,0.0,0,0,0,1,0.0
59478,77.9,0,2022-09-03,,Singapore,Vice President,1,0,0,0,3,0.0,0,0,0,0,0.0
59479,69.2,0,2019-05-07,,India,C-Level,0,1,0,0,4,0.0,0,0,0,2,0.0
59480,67.4,0,2024-10-05,,Other,Manager,1,0,0,0,0,0.0,1,0,0,1,0.0
59481,70.8,0,2025-10-22,,Singapore,Manager,0,0,0,0,5,0.0,0,0,0,1,0.0
59482,65.2,0,2023-06-04,,India,Executive,1,0,0,0,1,0.0,0,0,0,0,0.0
59483,72.7,0,2022-10-16,,Philippines,Director,0,0,0,0,3,0.0,0,0,0,0,0.0
59484,72.6,0,2022-08-05,,Hong Kong,Director,0,0,0,0,0,0.0,0,0,0,1,0.0
59485,70.8,0,2025-10-10,,Indonesia,Individual Contributor,0,0,0,0,0,0.0,0,0,0,0,0.0
59486,84.4,0,2022-05-09,,Indonesia,Manager,0,0,0,0,3,0.0,0,0,0,2,0.0
59487,71.9,0,2022-06-05,,Philippines,Manager,0,0,0,0,3,0.0,0,0,0,3,0.0
59488,59.4,0,2019-02-03,,Singapore,Unknown,0,0,0,0,2,0.0,0,0,0,4,0.0
59489,72.1,0,2025-03-27,,Singapore,Manager,1,0,0,0,2,0.0,0,0,0,2,0.0
59490,71.9,0,2021-05-08,,Australia,Manager,0,0,0,0,2,0.0,1,1,0,1,12.2
59491,79.8,1,2019-03-25,2020-11-17,Singapore,Director,1,0,0,0,3,0.0,0,0,0,2,0.0
59492,72.9,0,2024-07-19,,Singapore,Manager,1,0,1,0,2,20.0,1,0,0,1,0.0
59493,69.6,0,2022-07-15,,Singapore,Manager,1,0,1,0,1,3.7,1,0,0,1,0.0
59494,71.5,0,2022-07-05,,Philippines,Unknown,0,0,0,0,0,0.0,0,0,0,1,0.0
59495,73.6,0,2024-02-13,,Malaysia,Manager,0,0,0,0,5,0.0,1,1,0,1,52.1
59496,62.8,0,2020-05-15,,Australia,Manager,0,0,0,0,0,0.0,0,0,0,4,0.0
59497,66.7,0,2021-11-13,,Singapore,Executive,0,1,0,0,1,0.0,1,1,0,2,45.7
59498,70.5,0,2023-09-13,,Singapore,Vice President,1,0,0,0,1,0.0,1,1,0,0,10.2
59499,72.3,0,2025-08-23,,Australia,Director,0,0,0,0,1,0.0,1,1,0,0,4.0
59500,73.9,0,2022-07-07,,Thailand,Manager,0,0,0,0,1,0.0,0,0,0,4,0.0
59501,82.8,0,2023-08-24,,Indonesia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,2,0.0
59502,58.7,0,2023-11-07,,Australia,Director,1,0,0,0,1,0.0,0,0,0,2,0.0
59503,72.3,0,2020-09-12,,Singapore,C-Level,1,0,0,0,3,0.0,1,1,1,3,172.3
59504,71.0,0,2022-07-08,,Singapore,C-Level,0,0,0,0,2,0.0,0,0,0,1,0.0
59505,73.8,0,2025-03-30,,Singapore,Manager,1,0,0,0,1,0.0,1,1,0,0,38.3
59506,74.8,0,2025-12-22,,Other,Individual Contributor,1,0,0,0,2,0.0,1,1,0,2,29.1
59507,80.7,0,2023-10-28,,Singapore,Manager,0,0,0,0,3,0.0,0,0,0,0,0.0
59508,72.7,0,2022-02-09,,Australia,Executive,0,0,0,0,2,0.0,0,0,0,1,0.0
59509,71.5,0,2023-01-27,,Indonesia,C-Level,0,0,0,0,0,0.0,0,0,0,1,0.0
59510,70.1,0,2022-08-25,,Philippines,Manager,0,0,0,0,3,0.0,0,0,0,2,0.0
59511,77.4,1,2022-12-01,2024-03-24,Singapore,Manager,0,0,0,0,3,0.0,0,0,0,2,0.0
59512,67.8,0,2024-01-07,,Australia,Director,0,0,0,0,0,0.0,1,0,0,0,0.0
59513,79.0,0,2020-04-18,,Thailand,Director,0,0,0,0,3,0.0,0,0,0,4,0.0
59514,71.8,0,2025-01-23,,Australia,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
59515,70.7,0,2021-06-02,,India,C-Level,0,0,0,0,1,0.0,1,1,1,2,186.7
59516,66.5,0,2020-11-10,,Hong Kong,Individual Contributor,0,0,0,0,1,0.0,0,0,0,2,0.0
59517,73.2,0,2019-08-08,,Singapore,Manager,0,0,0,0,3,0.0,1,0,0,2,0.0
59518,71.2,0,2022-11-04,,Indonesia,Unknown,0,0,0,0,0,0.0,0,0,0,1,0.0
59519,72.1,0,2025-05-07,,Singapore,Manager,1,0,1,0,4,13.4,0,0,0,2,0.0
59520,70.7,0,2024-02-16,,Malaysia,Individual Contributor,0,0,0,0,1,0.0,1,1,0,1,64.1
59521,72.4,0,2021-03-13,,Singapore,Individual Contributor,0,0,0,0,0,0.0,0,0,0,1,0.0
59522,72.3,0,2023-06-04,,Hong Kong,Director,0,0,0,0,1,0.0,0,0,0,0,0.0
59523,70.4,0,2025-05-08,,Singapore,Manager,0,0,0,0,0,0.0,1,1,0,0,0.3
59524,83.9,1,2020-04-16,2020-04-19,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
59525,69.2,0,2019-02-13,,Thailand,Director,0,0,0,0,0,0.0,0,0,0,2,0.0
59526,81.5,0,2022-06-13,,Indonesia,Manager,0,0,0,0,0,0.0,0,0,0,1,0.0
59527,65.2,0,2025-06-30,,Singapore,Individual Contributor,0,0,0,0,0,0.0,0,0,0,4,0.0
59528,61.9,0,2024-11-17,,Singapore,Unknown,1,1,0,0,3,0.0,1,0,0,1,0.0
59529,74.2,0,2020-12-15,,Malaysia,Individual Contributor,1,0,0,0,2,0.0,0,0,0,2,0.0
59530,71.5,0,2023-11-13,,Hong Kong,Manager,0,0,0,0,4,0.0,0,0,0,1,0.0
59531,70.8,0,2019-09-05,,Philippines,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
59532,71.5,0,2022-03-08,,Singapore,Vice President,1,0,0,0,3,0.0,1,1,0,3,7.0
59533,73.6,0,2020-10-20,,Singapore,Manager,0,0,0,0,0,0.0,0,0,0,1,0.0
59534,71.4,0,2022-01-31,,Hong Kong,Manager,1,0,0,1,1,0.0,0,0,0,0,0.0
59535,70.5,0,2019-10-13,,Hong Kong,Manager,0,0,0,0,0,0.0,0,0,0,4,0.0
59536,82.7,1,2024-03-11,2024-03-24,Malaysia,Individual Contributor,1,0,0,0,0,0.0,0,0,0,2,0.0
59537,65.0,0,2021-06-05,,Singapore,Director,1,0,0,0,2,0.0,0,0,0,5,0.0
59538,75.0,0,2024-04-30,,Indonesia,Executive,0,0,0,0,1,0.0,0,0,0,2,0.0
59539,73.7,0,2022-03-27,,Philippines,Executive,1,0,0,0,2,0.0,1,0,0,0,0.0
59540,72.9,0,2020-09-15,,Malaysia,Manager,0,0,0,0,4,0.0,1,0,0,0,0.0
59541,76.9,0,2022-09-18,,Singapore,Manager,1,0,0,0,3,0.0,1,1,0,1,2.9
59542,65.1,0,2022-09-30,,Hong Kong,Individual Contributor,0,0,0,0,2,0.0,0,0,0,2,0.0
59543,80.6,0,2019-08-19,,Indonesia,Individual Contributor,1,0,0,0,1,0.0,0,0,0,3,0.0
59544,72.3,0,2024-04-29,,Thailand,Individual Contributor,1,0,0,0,0,0.0,0,0,0,2,0.0
59545,71.1,0,2019-10-10,,Thailand,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
59546,78.0,0,2021-11-06,,Indonesia,Manager,1,0,1,1,3,142.5,1,1,0,1,6.3
59547,72.1,0,2025-02-03,,Singapore,Manager,0,0,0,0,0,0.0,0,0,0,3,0.0
59548,76.2,0,2022-06-21,,Indonesia,Manager,0,0,0,0,5,0.0,0,0,0,0,0.0
59549,80.2,1,2022-02-15,2026-01-31,India,Director,1,0,0,0,0,0.0,0,0,0,3,0.0
59550,80.7,1,2019-11-13,2022-07-09,Singapore,Manager,1,0,0,0,1,0.0,0,0,0,1,0.0
59551,71.7,0,2025-04-21,,Thailand,Unknown,1,0,0,0,1,0.0,0,0,0,0,0.0
59552,50.8,0,2024-01-15,,Singapore,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
59553,81.1,0,2021-11-25,,Malaysia,Manager,1,0,0,0,3,0.0,1,0,0,1,0.0
59554,82.0,1,2023-02-08,2023-02-25,Singapore,Manager,0,0,0,0,0,0.0,1,0,0,1,0.0
59555,71.9,0,2021-09-05,,Hong Kong,Unknown,0,1,0,0,1,0.0,0,0,0,1,0.0
59556,74.9,0,2024-10-07,,Singapore,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
59557,73.5,0,2023-11-17,,Singapore,Unknown,1,0,0,0,3,0.0,0,0,0,1,0.0
59558,67.3,0,2021-04-29,,Hong Kong,Vice President,0,0,0,0,3,0.0,1,0,0,3,0.0
59559,74.5,1,2019-01-19,2019-06-06,India,Manager,0,0,0,0,1,0.0,0,0,0,2,0.0
59560,75.9,0,2024-06-04,,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,0,0.0
59561,77.2,0,2024-01-31,,Singapore,Vice President,0,1,0,0,2,0.0,0,0,0,1,0.0
59562,78.3,0,2024-07-09,,Singapore,Director,0,0,0,0,0,0.0,0,0,0,2,0.0
59563,72.1,0,2023-04-20,,Malaysia,Manager,0,0,0,0,0,0.0,1,0,0,2,0.0
59564,68.6,0,2023-09-06,,Indonesia,Executive,0,0,0,0,3,0.0,0,0,0,0,0.0
59565,79.7,0,2023-03-11,,Hong Kong,Vice President,1,0,1,0,1,75.5,0,0,0,3,0.0
59566,65.1,0,2021-10-17,,Australia,Director,0,0,0,0,2,0.0,0,0,0,2,0.0
59567,71.7,0,2023-05-06,,Indonesia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
59568,74.2,0,2025-10-18,,Thailand,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
59569,69.3,0,2023-07-18,,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
59570,74.4,0,2023-09-02,,Singapore,Unknown,0,0,0,0,4,0.0,0,0,0,2,0.0
59571,82.6,0,2020-09-01,,Singapore,Vice President,0,0,0,0,1,0.0,1,0,0,3,0.0
59572,73.0,0,2021-11-12,,Malaysia,Manager,1,0,1,0,2,71.6,0,0,0,1,0.0
59573,73.4,0,2022-05-11,,Singapore,Individual Contributor,1,0,0,0,1,0.0,0,0,0,1,0.0
59574,70.6,0,2020-08-25,,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,0,0.0
59575,71.5,0,2023-11-26,,Singapore,Manager,1,0,1,0,0,86.9,1,0,0,2,0.0
59576,72.7,0,2023-09-20,,Singapore,Unknown,0,0,0,0,3,0.0,0,0,0,1,0.0
59577,78.9,0,2025-07-20,,Hong Kong,C-Level,1,0,0,0,4,0.0,0,0,0,0,0.0
59578,70.5,0,2021-05-30,,Thailand,Individual Contributor,1,0,1,0,2,38.0,1,1,0,1,5.2
59579,84.9,1,2023-11-06,2026-01-31,Malaysia,Manager,1,0,1,0,0,18.4,0,0,0,2,0.0
59580,70.8,0,2022-06-27,,Philippines,Manager,1,0,0,0,4,0.0,0,0,0,0,0.0
59581,72.3,0,2024-11-16,,Indonesia,Manager,0,0,0,0,1,0.0,0,0,0,4,0.0
59582,82.5,0,2019-03-18,,Singapore,Vice President,1,0,0,0,3,0.0,1,1,0,3,150.5
59583,71.2,0,2019-08-18,,Philippines,Executive,1,0,0,0,0,0.0,0,0,0,2,0.0
59584,72.2,0,2024-06-09,,Malaysia,Manager,1,0,0,0,3,0.0,0,0,0,0,0.0
59585,71.5,0,2020-03-10,,Malaysia,Director,0,0,0,0,3,0.0,0,0,0,1,0.0
59586,69.3,0,2023-03-18,,Singapore,Director,0,0,0,0,2,0.0,0,0,0,2,0.0
59587,72.8,0,2020-06-24,,Indonesia,Director,1,0,0,0,1,0.0,0,0,0,2,0.0
59588,70.1,0,2023-12-28,,Australia,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
59589,72.4,0,2022-04-05,,Philippines,Vice President,0,0,0,0,2,0.0,0,0,0,1,0.0
59590,80.3,0,2022-12-01,,Indonesia,Individual Contributor,1,0,1,1,3,50.9,0,0,0,2,0.0
59591,71.1,0,2022-05-15,,Singapore,Manager,0,0,0,0,3,0.0,1,0,0,2,0.0
59592,76.3,0,2025-05-29,,Singapore,Director,0,0,0,0,1,0.0,0,0,0,2,0.0
59593,72.2,0,2022-10-05,,India,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
59594,73.7,0,2025-04-13,,Malaysia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,2,0.0
59595,69.5,0,2020-06-08,,Other,Director,0,0,0,0,0,0.0,0,0,0,0,0.0
59596,72.5,0,2021-02-09,,Australia,Director,0,0,0,0,3,0.0,1,0,0,1,0.0
59597,47.1,0,2023-09-29,,India,C-Level,0,0,0,0,6,0.0,0,0,0,2,0.0
59598,74.3,0,2021-06-14,,Indonesia,Unknown,0,0,0,0,2,0.0,1,0,0,0,0.0
59599,55.6,0,2025-11-02,,India,Director,0,0,0,0,5,0.0,0,0,0,3,0.0
59600,70.6,0,2023-10-18,,Singapore,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
59601,64.0,0,2023-09-02,,Thailand,Individual Contributor,1,0,1,0,3,120.8,0,0,0,1,0.0
59602,67.6,0,2025-10-09,,Philippines,Manager,0,0,0,0,1,0.0,1,1,0,2,33.4
59603,74.9,0,2024-05-12,,Singapore,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
59604,83.6,1,2022-12-15,2023-01-09,Hong Kong,Manager,1,0,0,0,3,0.0,1,1,1,2,158.3
59605,74.9,0,2024-08-01,,Malaysia,Director,0,0,0,0,4,0.0,0,0,0,0,0.0
59606,70.6,0,2021-09-09,,Singapore,Manager,0,0,0,0,1,0.0,1,0,0,1,0.0
59607,70.5,0,2025-02-17,,Singapore,Director,1,0,0,0,3,0.0,0,0,0,2,0.0
59608,88.9,1,2020-09-27,2021-12-02,Singapore,Director,0,0,0,0,0,0.0,1,0,0,4,0.0
59609,86.7,1,2023-11-24,2024-12-04,Australia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,2,0.0
59610,79.2,0,2024-02-16,,Philippines,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
59611,60.9,0,2021-11-25,,Singapore,Manager,1,0,0,0,2,0.0,0,0,0,0,0.0
59612,69.9,0,2025-07-05,,Singapore,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
59613,72.1,0,2024-05-12,,Malaysia,Director,1,0,0,0,2,0.0,0,0,0,0,0.0
59614,73.8,0,2019-05-06,,Indonesia,Vice President,0,0,0,0,2,0.0,0,0,0,1,0.0
59615,63.2,0,2020-04-24,,Singapore,Individual Contributor,0,0,0,0,3,0.0,0,0,0,0,0.0
59616,73.5,0,2022-03-20,,Thailand,Manager,1,0,0,0,2,0.0,1,0,0,1,0.0
59617,62.2,0,2025-06-27,,Indonesia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,3,0.0
59618,79.6,0,2022-02-17,,Singapore,Director,0,0,0,0,1,0.0,0,0,0,3,0.0
59619,89.4,1,2022-11-15,2022-11-27,Thailand,Individual Contributor,0,0,0,0,0,0.0,0,0,0,1,0.0
59620,75.7,0,2019-11-21,,Singapore,Director,1,0,0,0,1,0.0,0,0,0,0,0.0
59621,74.7,0,2024-06-27,,Hong Kong,Manager,1,0,0,0,2,0.0,0,0,0,2,0.0
59622,79.1,0,2020-07-06,,Malaysia,Individual Contributor,1,0,0,0,4,0.0,0,0,0,3,0.0
59623,70.7,0,2023-04-22,,Australia,Manager,0,0,0,0,0,0.0,1,1,0,0,4.4
59624,71.7,0,2019-05-22,,Singapore,Manager,1,0,0,0,3,0.0,1,1,1,2,0.2
59625,77.7,0,2023-09-13,,India,Manager,1,0,0,0,2,0.0,0,0,0,2,0.0
59626,72.3,0,2024-05-13,,Philippines,Vice President,0,1,0,0,1,0.0,0,0,0,2,0.0
59627,75.3,0,2021-10-04,,Singapore,Manager,0,1,0,0,2,0.0,0,0,0,2,0.0
59628,65.4,0,2021-11-08,,Australia,Manager,1,0,1,1,6,145.4,0,0,0,1,0.0
59629,68.0,0,2022-09-18,,Malaysia,Manager,0,0,0,0,0,0.0,0,0,0,0,0.0
59630,73.7,0,2022-04-09,,Australia,Individual Contributor,0,0,0,0,2,0.0,1,1,0,5,6.0
59631,73.9,0,2025-07-27,,Indonesia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
59632,73.6,0,2025-08-12,,Malaysia,Director,0,0,0,0,2,0.0,1,1,0,2,15.6
59633,73.5,0,2019-10-09,,Malaysia,Executive,0,0,0,0,1,0.0,0,0,0,1,0.0
59634,73.5,0,2019-09-04,,Malaysia,Manager,0,0,0,0,3,0.0,1,1,0,1,8.7
59635,74.9,0,2019-05-14,,India,Manager,0,0,0,0,3,0.0,0,0,0,4,0.0
59636,76.5,0,2020-06-15,,Singapore,Director,1,0,0,0,2,0.0,0,0,0,1,0.0
59637,73.2,0,2019-01-23,,Malaysia,Individual Contributor,1,0,1,1,5,110.3,0,0,0,2,0.0
